username,positive_percentage,neutral_percentage,negative_percentage,sentiment_score,dominant_sentiment
ki45m,38.46,30.77,30.77,53.85,Neutral 😐
kickitcustom,35.2,28.0,36.8,49.2,Neutral 😐
kidjayjw,34.69,26.53,38.78,47.96,Neutral 😐
kiefly_official,33.33,33.33,33.33,50.0,Neutral 😐
kileerainbow,35.01,29.51,35.48,49.77,Neutral 😐
killyps0,37.78,26.67,35.56,51.11,Neutral 😐
kimberleyjjoan,33.33,30.3,36.36,48.48,Neutral 😐
kimberlyrabbit,34.99,29.83,35.17,49.91,Neutral 😐
kimiellie,34.59,30.74,34.67,49.96,Neutral 😐
kimjeanny,35.13,30.72,34.15,50.49,Neutral 😐
kind_of_mine,35.67,27.39,36.94,49.36,Neutral 😐
kingkeraun,34.61,30.21,35.18,49.72,Neutral 😐
kirbysmall,35.83,28.14,36.03,49.9,Neutral 😐
kirstenrohanna,35.32,27.92,36.75,49.28,Neutral 😐
kirstyjarvie,32.74,32.74,34.53,49.1,Neutral 😐
kissmedarlingxo,35.24,29.56,35.2,50.02,Neutral 😐
kitcat_official_,38.6,29.82,31.58,53.51,Neutral 😐
kitchencounterchronicles,34.51,31.86,33.63,50.44,Neutral 😐
kjerstihalland,35.44,30.38,34.18,50.63,Neutral 😐
kjohn_lasoul,36.69,27.74,35.57,50.56,Neutral 😐
klochella,33.26,34.1,32.64,50.31,Neutral 😐
kloeshinn,34.96,29.26,35.77,49.59,Neutral 😐
kmichellemusic,36.34,28.65,35.01,50.66,Neutral 😐
knoetzie,36.25,27.48,36.27,49.99,Neutral 😐
kobusjulia,35.99,29.56,34.45,50.77,Neutral 😐
koi_cosmetics,33.33,33.33,33.33,50.0,Neutral 😐
kolemanstudios,33.33,33.33,33.33,50.0,Neutral 😐
konabearthegsd,38.89,22.22,38.89,50.0,Neutral 😐
kongydmyk,36.31,28.34,35.35,50.48,Neutral 😐
konradannerud,36.02,30.51,33.47,51.27,Neutral 😐
koshiki_tanaka,33.99,30.53,35.48,49.25,Neutral 😐
kotrynabass,35.53,30.26,34.21,50.66,Neutral 😐
kristenmlawler,34.92,30.04,35.03,49.95,Neutral 😐
kristennicoleyoung,33.17,33.33,33.49,49.84,Neutral 😐
kristenwynnphotography,30.43,30.43,39.13,45.65,Neutral 😐
kristimurphydiy,36.0,28.84,35.16,50.42,Neutral 😐
kristina_micic,34.62,30.5,34.88,49.87,Neutral 😐
kristinahader,36.04,28.64,35.32,50.36,Neutral 😐
kristinamakeup,32.65,32.65,34.69,48.98,Neutral 😐
kristinarodulfo,35.4,29.73,34.87,50.26,Neutral 😐
ksopko,35.17,30.13,34.7,50.24,Neutral 😐
ktcanham,32.32,33.33,34.34,48.99,Neutral 😐
kucinadikiara,39.62,26.42,33.96,52.83,Neutral 😐
kuhhrysten,34.5,30.57,34.93,49.78,Neutral 😐
kukri_sports,,,,0.0,Neutral 😐
kurtissmeaton,34.16,30.04,35.8,49.18,Neutral 😐
kweilz,35.5,30.03,34.47,50.52,Neutral 😐
kwreport,34.74,29.0,36.25,49.24,Neutral 😐
kyannamoran,35.26,30.28,34.46,50.4,Neutral 😐
kyky_2012,35.76,29.24,35.0,50.38,Neutral 😐
kylecaitlinmyers,38.03,29.58,32.39,52.82,Neutral 😐
kyleetranstrum,38.89,27.78,33.33,52.78,Neutral 😐
kylehanagami,35.01,30.25,34.73,50.14,Neutral 😐
kyletsuchiya,36.84,26.32,36.84,50.0,Neutral 😐
kylieklemps,35.29,29.17,35.54,49.88,Neutral 😐
kyra_condie,38.27,25.93,35.8,51.23,Neutral 😐
kysjab,36.46,28.18,35.36,50.55,Neutral 😐
la_gatta_rosa,35.12,29.55,35.33,49.9,Neutral 😐
la_ninchen,40.91,22.73,36.36,52.27,Neutral 😐
labauhinia,35.59,29.44,34.97,50.31,Neutral 😐
lachampanera,34.19,31.01,34.81,49.69,Neutral 😐
ladybugthepug,33.33,33.33,33.33,50.0,Neutral 😐
ladykayfit,35.08,29.32,35.6,49.74,Neutral 😐
ladylauradiaz,37.93,27.59,34.48,51.72,Neutral 😐
ladysworldoffashion,34.6,31.22,34.18,50.21,Neutral 😐
ladywerneck,34.19,28.02,37.79,48.2,Neutral 😐
lafoodie,32.7,34.42,32.88,49.91,Neutral 😐
lakesandlattes,35.17,29.65,35.17,50.0,Neutral 😐
lalaseul,34.92,30.95,34.13,50.4,Neutral 😐
lalawanders,33.97,30.71,35.32,49.33,Neutral 😐
lamalicelyon,34.31,31.39,34.31,50.0,Neutral 😐
lamastylist,35.56,29.42,35.02,50.27,Neutral 😐
lamiacucinarossa,35.48,29.84,34.68,50.4,Neutral 😐
lamiteorange,35.19,27.78,37.04,49.07,Neutral 😐
lanascatorchia,35.44,29.11,35.44,50.0,Neutral 😐
lancemccullers43,34.7,31.22,34.08,50.31,Neutral 😐
landmaedchen_,37.65,28.24,34.12,51.76,Neutral 😐
landstorm1,35.49,29.74,34.77,50.36,Neutral 😐
lapazimageing,33.33,30.3,36.36,48.48,Neutral 😐
lapins_felix,36.4,27.62,35.98,50.21,Neutral 😐
laralisker,38.14,24.58,37.29,50.42,Neutral 😐
larotten,35.35,28.18,36.46,49.44,Neutral 😐
larsapippen,34.91,29.48,35.61,49.65,Neutral 😐
lashoppinista,34.71,28.24,37.06,48.82,Neutral 😐
laszalaa,,,,0.0,Neutral 😐
latishatankard,33.33,30.54,36.13,48.6,Neutral 😐
latonyayvette,36.36,30.55,33.1,51.63,Neutral 😐
latricesohot,,,,0.0,Neutral 😐
laubalo,31.03,37.69,31.28,49.87,Neutral 😐
laulauhiggs,37.93,28.97,33.1,52.41,Neutral 😐
laura_alien_princess,35.37,29.43,35.2,50.08,Neutral 😐
laurabustelo,34.33,30.23,35.43,49.45,Neutral 😐
lauramariehow,,,,0.0,Neutral 😐
lauraradniecki,33.85,30.77,35.38,49.23,Neutral 😐
laurasally_sw,35.52,29.5,34.99,50.26,Neutral 😐
laurat_funk,34.7,29.0,36.3,49.2,Neutral 😐
laurawhittlemua,35.08,29.89,35.03,50.03,Neutral 😐
lauren__burke,35.21,30.25,34.54,50.34,Neutral 😐
lauren_ehill,40.0,20.0,40.0,50.0,Neutral 😐
laurenblixrud,34.88,30.2,34.92,49.98,Neutral 😐
laurencalaway,34.69,30.21,35.1,49.8,Neutral 😐
laurenjimeson,33.88,30.58,35.54,49.17,Neutral 😐
laurenmanzo,35.11,30.02,34.87,50.12,Neutral 😐
laurens_latest,34.96,31.0,34.04,50.46,Neutral 😐
laurenxo612,34.28,31.3,34.42,49.93,Neutral 😐
lauresque,34.82,31.17,34.01,50.4,Neutral 😐
laurgetslost,35.57,29.14,35.29,50.14,Neutral 😐
laurieprisca,35.67,29.58,34.75,50.46,Neutral 😐
lavita_gold,,,,0.0,Neutral 😐
lavmoony,35.34,27.93,36.72,49.31,Neutral 😐
lawandchill,34.62,30.77,34.62,50.0,Neutral 😐
lawrencehrobinson,36.41,28.48,35.11,50.65,Neutral 😐
lawstore,35.68,28.97,35.35,50.17,Neutral 😐
layeringcontrast,34.7,29.81,35.49,49.6,Neutral 😐
lblfashion,36.61,29.46,33.93,51.34,Neutral 😐
lcchan,35.94,27.78,36.29,49.82,Neutral 😐
le_lasseur,35.78,26.61,37.61,49.08,Neutral 😐
leafranchesca,35.97,29.69,34.35,50.81,Neutral 😐
leahdamermaid,34.62,29.81,35.58,49.52,Neutral 😐
leaperlinger,40.0,26.67,33.33,53.33,Neutral 😐
lebe_lache_liebe_,34.18,30.38,35.44,49.37,Neutral 😐
lecoindelodie,35.32,31.43,33.25,51.03,Neutral 😐
ledaboss,34.02,31.56,34.42,49.8,Neutral 😐
leeagabsschon,37.1,29.03,33.87,51.61,Neutral 😐
leebaldry,35.9,26.92,37.18,49.36,Neutral 😐
leeinthekitchen,33.68,33.16,33.16,50.26,Neutral 😐
leezyoconnor,36.59,28.32,35.09,50.75,Neutral 😐
lelien_tomo,36.27,27.98,35.75,50.26,Neutral 😐
lemonaidlies,35.33,29.07,35.6,49.87,Neutral 😐
lenadorable_,35.1,29.57,35.34,49.88,Neutral 😐
lenakovacevic_official,33.9,28.81,37.29,48.31,Neutral 😐
leoduffoff,34.15,29.76,36.1,49.02,Neutral 😐
leopardmartini1,35.52,29.13,35.35,50.08,Neutral 😐
lerchefugl,36.72,28.12,35.16,50.78,Neutral 😐
lesbiansrepublic,33.33,33.33,33.33,50.0,Neutral 😐
lesdoitmag,43.75,25.0,31.25,56.25,Neutral 😐
lessthandomesticgoddess,35.01,30.98,34.01,50.5,Neutral 😐
letteredcottage,36.14,28.55,35.31,50.42,Neutral 😐
letthelordbewithyou,35.93,29.65,34.42,50.76,Neutral 😐
levoltage,34.62,30.77,34.62,50.0,Neutral 😐
lewise_sw,35.43,29.37,35.2,50.12,Neutral 😐
lexijayde,35.59,27.95,36.47,49.56,Neutral 😐
liamwillhelm,37.04,22.22,40.74,48.15,Neutral 😐
liarosealice,35.92,29.02,35.06,50.43,Neutral 😐
lichtenstadt,32.94,37.06,30.0,51.47,Neutral 😐
life_on_the_left_rein,33.33,37.5,29.17,52.08,Neutral 😐
lifeasavirgin,35.48,28.88,35.64,49.92,Neutral 😐
lifebytina,34.43,32.79,32.79,50.82,Neutral 😐
lifedevivi,34.97,29.97,35.05,49.96,Neutral 😐
lifeinbeverlyheels,34.61,29.54,35.84,49.39,Neutral 😐
lifeinstyles_ns,35.19,29.78,35.02,50.08,Neutral 😐
lifeinthecottage,35.43,28.6,35.97,49.73,Neutral 😐
lifeofluceeee,35.17,28.89,35.94,49.61,Neutral 😐
lifeofmadison_,31.82,29.55,38.64,46.59,Neutral 😐
lifestwoshortblog,35.32,31.84,32.84,51.24,Neutral 😐
lifewithkami,35.08,29.69,35.23,49.93,Neutral 😐
lifewithlnicole,32.79,31.15,36.07,48.36,Neutral 😐
lifewithrowan,34.95,29.78,35.28,49.84,Neutral 😐
likemymomandshit,38.18,28.18,33.64,52.27,Neutral 😐
lil_miss_jesh_xo,50.0,20.0,30.0,60.0,Neutral 😐
lilflowermama,34.91,28.83,36.25,49.33,Neutral 😐
lilflowerygirl,33.33,33.33,33.33,50.0,Neutral 😐
lilliewert,36.42,28.89,34.69,50.87,Neutral 😐
lillymeepinlee,34.55,30.09,35.37,49.59,Neutral 😐
lily_bushnell,37.74,28.3,33.96,51.89,Neutral 😐
lilyludovici,34.86,29.65,35.49,49.68,Neutral 😐
linabugz,33.63,29.73,36.63,48.5,Neutral 😐
linadrn_,35.53,27.63,36.84,49.34,Neutral 😐
lindablacker,35.52,30.32,34.16,50.68,Neutral 😐
lindsayrittermovement,34.71,29.66,35.63,49.54,Neutral 😐
lindseylondonmumma,35.07,29.44,35.49,49.79,Neutral 😐
lindyvera1,42.86,19.05,38.1,52.38,Neutral 😐
linhniller,34.92,30.01,35.08,49.92,Neutral 😐
lipstickfables,35.28,27.93,36.79,49.25,Neutral 😐
lira_galore,35.37,30.03,34.6,50.38,Neutral 😐
lisaelaine_,35.27,30.09,34.64,50.32,Neutral 😐
lisajkoster,35.52,30.36,34.12,50.7,Neutral 😐
lisamcmillan_,32.5,30.0,37.5,47.5,Neutral 😐
lissalovesfashion,35.64,29.26,35.11,50.27,Neutral 😐
lit_lifestyle,37.5,25.0,37.5,50.0,Neutral 😐
litsoul_,33.63,26.55,39.82,46.9,Neutral 😐
littlecooperbear,35.06,31.76,33.18,50.94,Neutral 😐
littledairyontheprairie,35.66,29.41,34.93,50.37,Neutral 😐
littlehoboken,33.93,30.04,36.03,48.95,Neutral 😐
littlemissbubu,35.6,29.56,34.84,50.38,Neutral 😐
littlemixico,34.79,30.07,35.14,49.83,Neutral 😐
littleyellowcouch,35.03,29.44,35.53,49.75,Neutral 😐
live_jet_brunette,34.48,31.03,34.48,50.0,Neutral 😐
livelycraze,34.98,30.05,34.97,50.0,Neutral 😐
livesweet,34.95,31.03,34.02,50.46,Neutral 😐
livetheworld2404,35.71,28.57,35.71,50.0,Neutral 😐
livharrould,35.15,29.97,34.88,50.13,Neutral 😐
liviamelilo,38.46,23.08,38.46,50.0,Neutral 😐
livinglovingrunner,35.41,29.29,35.29,50.06,Neutral 😐
livionna02,35.86,28.69,35.44,50.21,Neutral 😐
liviuch,35.25,27.94,36.81,49.22,Neutral 😐
livvargus,36.85,29.62,33.53,51.66,Neutral 😐
livypoulin,34.7,31.23,34.07,50.32,Neutral 😐
lizeth100,34.69,31.16,34.16,50.27,Neutral 😐
lizinarose,36.89,28.05,35.06,50.91,Neutral 😐
lizinlosangeles,35.07,30.01,34.92,50.07,Neutral 😐
lizostyle,35.53,29.42,35.05,50.24,Neutral 😐
llamawithnodrama,36.58,27.44,35.98,50.3,Neutral 😐
lmer_,35.15,29.5,35.35,49.9,Neutral 😐
localhaven,35.94,28.72,35.34,50.3,Neutral 😐
loganbenedict,35.42,29.43,35.16,50.13,Neutral 😐
lolitamas,34.7,29.95,35.35,49.68,Neutral 😐
lolitarydell,34.63,32.01,33.36,50.63,Neutral 😐
longhairfreakypeople,34.39,30.57,35.03,49.68,Neutral 😐
look_connected,36.19,29.62,34.19,51.0,Neutral 😐
lookmagazinwien,35.85,27.8,36.36,49.74,Neutral 😐
looksbylinds,34.14,30.03,35.83,49.15,Neutral 😐
loralio,33.33,33.33,33.33,50.0,Neutral 😐
lordbyronskitchen,0.0,100.0,0.0,50.0,Neutral 😐
lorenatejeda,34.52,29.71,35.77,49.38,Neutral 😐
lorenzqupid,36.76,28.65,34.59,51.08,Neutral 😐
lotnine08interiors,34.81,29.93,35.25,49.78,Neutral 😐
lotti_and_me,35.22,28.3,36.48,49.37,Neutral 😐
lottiealicejames_,34.8,29.67,35.53,49.63,Neutral 😐
louisaxgrace,35.21,29.97,34.82,50.2,Neutral 😐
louseni,35.67,28.21,36.12,49.78,Neutral 😐
louvette_fowler,,,,0.0,Neutral 😐
louvielle,0.0,50.0,50.0,25.0,Negative 😔
louweez_,33.33,32.89,33.77,49.78,Neutral 😐
love2encourageyou,39.47,26.32,34.21,52.63,Neutral 😐
love_phillyfood,36.94,26.43,36.64,50.15,Neutral 😐
lovefabdecor,35.29,30.2,34.51,50.39,Neutral 😐
loveforchicago312,36.36,27.27,36.36,50.0,Neutral 😐
lovepeacemommy,34.68,30.06,35.26,49.71,Neutral 😐
lovestalgia,35.42,29.74,34.84,50.29,Neutral 😐
lsummer23,35.07,29.94,35.0,50.03,Neutral 😐
luca_sndr,34.84,29.68,35.48,49.68,Neutral 😐
lucasdorable,33.22,31.5,35.28,48.97,Neutral 😐
lucasonnemansxo,34.13,30.01,35.87,49.13,Neutral 😐
lucathesheltie,35.75,29.93,34.32,50.71,Neutral 😐
luciaavfdez,34.89,30.97,34.13,50.38,Neutral 😐
luciellenassis,35.05,30.86,34.1,50.47,Neutral 😐
lucimar35588,42.11,26.32,31.58,55.26,Neutral 😐
lucindervention,35.25,29.7,35.06,50.1,Neutral 😐
luckyoetama,35.19,30.79,34.02,50.59,Neutral 😐
lucreziagermini,34.85,28.03,37.12,48.86,Neutral 😐
luhhguerra,36.3,30.6,33.1,51.6,Neutral 😐
luisafig,27.27,36.36,36.36,45.45,Neutral 😐
lukaszgler,34.99,30.44,34.57,50.21,Neutral 😐
lunaa80,35.01,30.39,34.61,50.2,Neutral 😐
lunaisabellaa,34.35,31.14,34.51,49.92,Neutral 😐
lunaroveda,40.0,30.0,30.0,55.0,Neutral 😐
lushtoblush,34.82,29.75,35.43,49.7,Neutral 😐
lusyliana,34.75,27.97,37.29,48.73,Neutral 😐
luxury,35.33,29.38,35.29,50.02,Neutral 😐
luxurybathforless,50.0,0.0,50.0,50.0,Neutral 😐
lvmontgomery,37.01,28.74,34.25,51.38,Neutral 😐
lydia_connell,34.29,30.45,35.26,49.52,Neutral 😐
lyds_makeup,33.79,30.18,36.03,48.88,Neutral 😐
lyndsayalmeida,34.6,30.32,35.08,49.76,Neutral 😐
lynnvandevorst,35.08,29.41,35.51,49.79,Neutral 😐
lyqian,33.9,32.77,33.33,50.28,Neutral 😐
lyssadawson,34.23,29.72,36.05,49.09,Neutral 😐
lyudmyla_p,35.56,28.77,35.67,49.94,Neutral 😐
maariamax,33.33,33.33,33.33,50.0,Neutral 😐
mabellechedid,34.81,30.27,34.92,49.95,Neutral 😐
mabue95,33.98,30.1,35.92,49.03,Neutral 😐
macanenna,34.39,28.88,36.73,48.83,Neutral 😐
maccaronireflex,34.21,34.21,31.58,51.32,Neutral 😐
mackenzie_jo,35.2,28.8,36.0,49.6,Neutral 😐
mackenziedrakee,37.78,28.89,33.33,52.22,Neutral 😐
mackidfremont,50.0,20.0,30.0,60.0,Neutral 😐
maclainefarrell,35.7,28.88,35.43,50.13,Neutral 😐
maclikedrew,33.33,33.33,33.33,50.0,Neutral 😐
macro_miranda,34.71,30.7,34.59,50.06,Neutral 😐
macyjaemoore,31.89,35.04,33.07,49.41,Neutral 😐
maddifelicetti,32.26,25.81,41.94,45.16,Neutral 😐
madebycarolina,36.58,28.5,34.92,50.83,Neutral 😐
madeinluisa,34.23,30.2,35.57,49.33,Neutral 😐
madelaineamanda,35.0,30.0,35.0,50.0,Neutral 😐
madelineaford,35.65,29.49,34.86,50.39,Neutral 😐
madelineee_marieee13,37.76,27.97,34.27,51.75,Neutral 😐
mademoiselle_lanuit,30.0,40.0,30.0,50.0,Neutral 😐
mademoizelleklm,37.06,26.4,36.55,50.25,Neutral 😐
madinnson,35.69,29.2,35.1,50.29,Neutral 😐
madisonmaxwell_official,33.93,32.14,33.93,50.0,Neutral 😐
maggieclaydon,34.6,29.62,35.78,49.41,Neutral 😐
maggieobrien3,34.72,31.94,33.33,50.69,Neutral 😐
magz_rcno,35.29,23.53,41.18,47.06,Neutral 😐
mahi_m,34.72,30.56,34.72,50.0,Neutral 😐
mahsella,34.32,29.59,36.09,49.11,Neutral 😐
maiakhan,34.47,28.64,36.89,48.79,Neutral 😐
makeamomsmile,35.82,27.99,36.19,49.81,Neutral 😐
makeup_brunette_beauty,,,,0.0,Neutral 😐
makeupbyalinna,35.23,29.62,35.15,50.04,Neutral 😐
makeupcitypop,35.11,30.9,33.99,50.56,Neutral 😐
malin_nordby,35.2,29.5,35.29,49.95,Neutral 😐
malinlidman,35.71,28.57,35.71,50.0,Neutral 😐
malinmallejansson,35.51,30.71,33.78,50.86,Neutral 😐
malintackdal,37.84,24.32,37.84,50.0,Neutral 😐
mama_hearts7,34.18,29.59,36.22,48.98,Neutral 😐
mamaashca,34.95,30.55,34.51,50.22,Neutral 😐
mamaofmanyblessings,33.96,32.08,33.96,50.0,Neutral 😐
mamateachesme,37.93,25.29,36.78,50.57,Neutral 😐
mami_ishioka,37.5,27.08,35.42,51.04,Neutral 😐
mammansia_chica,34.51,29.8,35.69,49.41,Neutral 😐
mammaogthea,41.67,25.0,33.33,54.17,Neutral 😐
mandamalina,36.22,28.6,35.19,50.51,Neutral 😐
mandiglitter,34.92,30.0,35.08,49.92,Neutral 😐
mandymaxim,32.56,31.7,35.73,48.41,Neutral 😐
mandypaulino,34.63,30.04,35.33,49.65,Neutral 😐
manforhimself,35.67,29.36,34.97,50.35,Neutral 😐
mango_manor,35.84,30.18,33.97,50.94,Neutral 😐
manlyskincare,35.3,30.33,34.37,50.46,Neutral 😐
manuazurmendi,35.54,28.93,35.54,50.0,Neutral 😐
manuel_denniger,36.08,27.74,36.18,49.95,Neutral 😐
manusahara10,35.92,28.45,35.63,50.15,Neutral 😐
maonamassa2,37.5,31.25,31.25,53.12,Neutral 😐
maplestapleeats,35.8,28.4,35.8,50.0,Neutral 😐
marcedelvalle,37.5,26.79,35.71,50.89,Neutral 😐
marcellosacchetta,35.04,30.57,34.4,50.32,Neutral 😐
marcellyguizzo,37.78,26.67,35.56,51.11,Neutral 😐
marcgoldfinger,35.34,29.31,35.34,50.0,Neutral 😐
marciamoreiraa,36.57,26.87,36.57,50.0,Neutral 😐
marcusscribner,34.96,31.21,33.83,50.56,Neutral 😐
margemusic,40.0,24.0,36.0,52.0,Neutral 😐
maria_ki_,32.42,32.8,34.78,48.82,Neutral 😐
mariacalcetines,34.6,29.66,35.74,49.43,Neutral 😐
mariacevada,35.7,31.12,33.18,51.26,Neutral 😐
mariahcantyy,36.84,27.88,35.28,50.78,Neutral 😐
mariahlleonard,36.38,27.33,36.29,50.04,Neutral 😐
marialotttta,35.71,30.95,33.33,51.19,Neutral 😐
mariamobregon,34.69,32.27,33.04,50.83,Neutral 😐
marianamaldona2,36.18,26.97,36.84,49.67,Neutral 😐
marianpardalph,40.0,40.0,20.0,60.0,Neutral 😐
mariaoftedahl,50.0,0.0,50.0,50.0,Neutral 😐
mariasgun,35.43,29.29,35.28,50.08,Neutral 😐
mariatavera,32.1,31.59,36.31,47.9,Neutral 😐
mariathepilot,34.85,30.02,35.13,49.86,Neutral 😐
maricaavella7,25.0,25.0,50.0,37.5,Neutral 😐
mariesaba,35.09,30.16,34.75,50.17,Neutral 😐
mariestellalover,31.25,31.25,37.5,46.88,Neutral 😐
marikalaurelli,35.64,28.91,35.46,50.09,Neutral 😐
marikym,35.73,28.79,35.48,50.12,Neutral 😐
marinadove,34.95,29.13,35.92,49.51,Neutral 😐
marinamcavoy,35.04,29.67,35.28,49.88,Neutral 😐
marinela_marku,34.81,29.01,36.18,49.32,Neutral 😐
mario_leal,33.48,32.16,34.36,49.56,Neutral 😐
marisolramon_,34.44,31.85,33.7,50.37,Neutral 😐
marissaisamommy,40.0,22.5,37.5,51.25,Neutral 😐
markekhub1,32.76,35.5,31.74,50.51,Neutral 😐
marky_marc13,35.11,28.72,36.17,49.47,Neutral 😐
marlontxuniverse,38.3,23.4,38.3,50.0,Neutral 😐
marog_creative_agency,,,,0.0,Neutral 😐
marsipanogsmilefjes,40.0,24.0,36.0,52.0,Neutral 😐
martagarroni,35.81,30.23,33.95,50.93,Neutral 😐
martasbookshelf,100.0,0.0,0.0,100.0,Positive 😄
marthagraeff,35.59,30.2,34.21,50.69,Neutral 😐
martidamska,35.35,29.18,35.48,49.94,Neutral 😐
martina_novot,37.5,25.0,37.5,50.0,Neutral 😐
martinacaccavo,34.9,29.98,35.11,49.89,Neutral 😐
martinasmark,35.37,28.94,35.7,49.83,Neutral 😐
martinhabarreto,33.88,31.13,34.99,49.45,Neutral 😐
maryanadvorska,36.23,30.42,33.35,51.44,Neutral 😐
maryannebydesign,34.56,31.15,34.29,50.14,Neutral 😐
marysolorzano,35.47,29.58,34.96,50.26,Neutral 😐
maryssaalbert,35.09,29.33,35.58,49.75,Neutral 😐
marysteph,35.42,30.08,34.5,50.46,Neutral 😐
mascarainthecity,33.83,31.82,34.35,49.74,Neutral 😐
mathewfras,36.07,28.78,35.15,50.46,Neutral 😐
mathildevictoriavs,39.22,25.49,35.29,51.96,Neutral 😐
matildagirlblue,33.47,30.66,35.87,48.8,Neutral 😐
matrimonioegualitarioitalia,34.85,33.33,31.82,51.52,Neutral 😐
mattbomer,34.82,29.6,35.58,49.62,Neutral 😐
matteoopc90,33.33,33.33,33.33,50.0,Neutral 😐
matthewjkaner,38.6,28.07,33.33,52.63,Neutral 😐
mattiemariej,34.77,29.83,35.4,49.68,Neutral 😐
mattnworld,35.41,29.19,35.41,50.0,Neutral 😐
mattspracklen,34.07,31.86,34.07,50.0,Neutral 😐
mavericksmedia,34.39,29.63,35.98,49.21,Neutral 😐
mawar_biru89,35.38,29.74,34.87,50.26,Neutral 😐
maya_nilsen,34.58,29.65,35.77,49.41,Neutral 😐
mayajama,34.85,31.04,34.11,50.37,Neutral 😐
maysaleao,34.97,29.96,35.07,49.95,Neutral 😐
mckenziebrelyn,31.86,33.22,34.92,48.47,Neutral 😐
mckenzieryan,35.94,29.95,34.1,50.92,Neutral 😐
medicxtreme,45.45,18.18,36.36,54.55,Neutral 😐
megane_aln,35.06,29.87,35.06,50.0,Neutral 😐
meganjhansennn,37.5,31.25,31.25,53.12,Neutral 😐
meganroup,36.08,29.34,34.58,50.75,Neutral 😐
meghan_skinner,40.0,30.0,30.0,55.0,Neutral 😐
meghankingsford,34.76,31.15,34.09,50.34,Neutral 😐
mejanorlin,34.48,29.02,36.49,48.99,Neutral 😐
melanietetzner,34.64,32.68,32.68,50.98,Neutral 😐
melanightt,35.69,28.61,35.69,50.0,Neutral 😐
melchenxoxo,35.35,29.39,35.26,50.04,Neutral 😐
melinadti,38.24,26.47,35.29,51.47,Neutral 😐
melinaribas,35.03,29.59,35.38,49.82,Neutral 😐
melisakimchi,,,,0.0,Neutral 😐
melissa_castan,34.68,30.74,34.58,50.05,Neutral 😐
melissaminh_,33.4,30.93,35.67,48.87,Neutral 😐
melissawanbon,35.73,28.71,35.57,50.08,Neutral 😐
melissemartineau,36.36,29.14,34.49,50.94,Neutral 😐
melitatoniolo,34.39,30.31,35.3,49.54,Neutral 😐
mellyns_beauty,35.6,29.04,35.36,50.12,Neutral 😐
melolops,34.46,30.67,34.87,49.79,Neutral 😐
melsays,35.39,29.34,35.27,50.06,Neutral 😐
melting_pics,36.22,27.26,36.51,49.86,Neutral 😐
menameselassie,32.93,35.47,31.6,50.66,Neutral 😐
mendezfitness,34.92,29.98,35.1,49.91,Neutral 😐
mendezisthatyou,35.68,29.58,34.74,50.47,Neutral 😐
mensfashionpost,34.49,29.55,35.96,49.26,Neutral 😐
mervx,34.34,31.29,34.37,49.98,Neutral 😐
metalmeggers,38.46,25.64,35.9,51.28,Neutral 😐
mexicanatheartj,,,,0.0,Neutral 😐
mgmagalhaes,33.95,33.33,32.72,50.62,Neutral 😐
miamicountylive,34.69,30.9,34.4,50.15,Neutral 😐
miao11255,34.21,32.89,32.89,50.66,Neutral 😐
micaelleigh,33.33,33.33,33.33,50.0,Neutral 😐
michaeladartois,34.78,30.07,35.14,49.82,Neutral 😐
michahastattoos,35.74,28.52,35.74,50.0,Neutral 😐
michawissen,35.51,29.71,34.78,50.36,Neutral 😐
michelematuro,34.46,30.83,34.71,49.87,Neutral 😐
michelleaida,34.69,28.57,36.73,48.98,Neutral 😐
michiganepicure,35.51,29.83,34.66,50.42,Neutral 😐
michmilla,35.18,30.37,34.45,50.36,Neutral 😐
miciaglo,36.96,28.26,34.78,51.09,Neutral 😐
mickeyyymars,34.62,30.13,35.26,49.68,Neutral 😐
miduyang,32.14,28.57,39.29,46.43,Neutral 😐
midwest_foodfest,36.98,28.91,34.11,51.43,Neutral 😐
miggsrosales,34.32,30.31,35.37,49.48,Neutral 😐
miguelremon,36.51,28.74,34.75,50.88,Neutral 😐
miik3y_starr,35.39,30.04,34.57,50.41,Neutral 😐
mikerizzi,34.74,30.26,35.0,49.87,Neutral 😐
mikethebardtwitch,38.24,29.41,32.35,52.94,Neutral 😐
mila_jestcafe,34.39,30.02,35.59,49.4,Neutral 😐
miladavalentina,36.11,29.17,34.72,50.69,Neutral 😐
milehighmunch,34.64,30.32,35.04,49.8,Neutral 😐
millacabrall,35.24,29.7,35.06,50.09,Neutral 😐
millennialmomsofficial,40.91,22.73,36.36,52.27,Neutral 😐
millie_the_sm00cher,38.61,22.77,38.61,50.0,Neutral 😐
miloutjioe,34.19,29.79,36.02,49.08,Neutral 😐
milqmag,37.5,28.12,34.38,51.56,Neutral 😐
mimigabes,35.62,28.77,35.62,50.0,Neutral 😐
mimundoconellostres,34.39,31.21,34.39,50.0,Neutral 😐
minaalsamarrai,34.81,29.97,35.22,49.8,Neutral 😐
minimimimodelling,36.36,27.27,36.36,50.0,Neutral 😐
minnesotabride,39.02,26.83,34.15,52.44,Neutral 😐
mintypinkoils,40.0,20.0,40.0,50.0,Neutral 😐
mintyuri,32.92,31.67,35.42,48.75,Neutral 😐
misahavova,38.98,27.12,33.9,52.54,Neutral 😐
miss_anastasia_u,33.79,30.68,35.53,49.13,Neutral 😐
